REMOTE_PORT,LATENCY,THROUGHPUT,ANOMALY
53,12.12150337,19.04620996,0
20,14.46735473,11.39080041,0
67,16.19021543,14.51382202,0
53,11.70412778,14.40390247,0
21,11.66920685,10.53200205,0
443,18.38741929,15.48434029,1
21,15.75981369,13.54438454,0
80,14.13766534,15.88159474,0
22,16.13355821,19.04861237,0
23,10.6439481,11.64003322,0
80,13.60720892,19.7115563,0
80,16.0700146,10.93723823,0
67,14.06855358,10.01331721,0
21,14.86784761,16.17845066,0
22,14.47404315,10.30395663,0
68,10.96715199,10.63733431,0
68,16.59555213,11.15536666,0
23,11.47939541,19.72457642,0
21,19.08956767,17.89430227,0
20,18.50397394,13.32187813,0
53,15.78971309,18.41939153,0
68,16.70102339,17.55068431,0
443,17.96039271,16.40311016,0
22,19.0257617,17.20475519,1
80,19.05732043,16.57878993,0
22,13.83348987,15.86526526,0
53,11.85274553,10.4719929,0
67,17.11306097,19.24742627,0
443,15.86403044,13.4823105,0
20,11.54153653,16.81917596,0
53,12.05255314,15.13706725,0
20,13.5110146,13.40045279,0
443,14.9567211,19.18214997,0
20,11.90070029,13.70774232,1
80,15.59149315,14.12108779,0
67,18.53386213,19.28655539,0
20,17.74034467,17.50048602,0
53,11.00224712,18.14965395,0
21,18.22569545,10.62965499,1
20,12.64652359,10.80772484,0
443,12.79020916,11.53433343,0
21,12.39799463,19.07925828,0
22,19.92458808,14.27598555,1
23,18.6047477,18.03696741,0
21,10.56748875,14.43086033,0
443,17.25727403,17.81456665,0
443,18.2628706,13.25836639,0
53,14.85245069,10.08516063,0
22,10.94604712,12.77828396,0
23,18.6687471,16.0762264,0
20,17.83635807,19.99846004,0
21,16.81935618,13.76958528,0
21,11.71183953,17.2989618,0
21,11.14836303,10.24420878,0
21,16.46838423,15.69901694,0
22,16.99333762,12.5279725,0
53,16.41052999,11.25704175,0
80,19.92663003,10.04031289,1
22,19.14066818,14.5014986,0
67,18.63838103,19.53638781,0
23,11.81532787,18.76563933,0
80,10.98178789,12.01810315,0
67,12.31511959,19.68399085,0
80,15.89487695,10.65493041,1
21,14.45030184,10.81981836,1
80,10.91953537,16.75670874,0
67,14.23890261,15.21373651,0
80,10.97522705,16.98248153,0
67,12.52423662,19.12278643,1
21,12.50598827,11.46891261,0
80,10.84367217,19.08678699,0
23,10.53560085,15.77277603,0
67,13.64278345,19.01280306,0
68,11.14079242,19.46821573,0
23,10.31220923,10.88572874,0
67,17.4997783,17.46739388,0
21,14.39026317,12.23625206,0
443,12.60465727,14.9941726,0
67,13.15036837,14.35433402,0
443,19.2967964,16.54392389,0
20,13.87858241,16.58411079,0
80,18.49677776,10.85091742,0
23,11.35290039,19.50391142,0
22,13.20206341,15.24893537,0
80,10.49281955,14.29418028,0
68,12.03642118,12.86212187,0
21,12.09499096,13.14933165,0
80,16.94724813,10.66326604,0
67,14.23349811,13.16203068,0
443,19.60898335,15.3829479,0
68,13.04872696,10.39249719,0
53,10.88290908,15.13142434,0
68,12.34633153,11.1299114,1
22,15.0509933,14.71321764,0
53,11.15235126,13.04014742,0
22,16.26884353,15.01270145,0
68,18.8594178,12.30041267,1
20,11.88271098,16.0803792,0
22,16.18054125,16.11875583,0
443,12.93332335,14.13564012,0
80,13.32035614,13.52335643,0
23,10.49791699,12.09594217,0
443,12.68135839,19.1363256,0
23,15.1291027,18.27481773,0
21,18.14098623,15.19552067,0
21,12.71564783,16.1167616,0
23,10.62248458,16.51413035,0
23,18.98013908,15.26539772,0
443,17.29569116,19.1955312,0
443,13.85152802,17.26357334,0
22,18.83186273,18.39172691,0
80,16.78337684,19.0261932,0
21,16.01967738,13.01509213,0
22,10.75176378,15.87107839,0
443,18.20120083,10.83737975,0
21,10.62959938,11.21645701,0
68,13.26637071,15.56546061,0
21,11.57073479,17.13664678,0
21,19.85097525,13.92999485,0
443,17.30297039,10.56338612,0
80,16.09967117,14.70499884,0
68,17.62058289,16.33340398,0
53,10.40616611,16.78434079,0
21,18.43478891,15.28423613,0
53,12.22131628,14.46428432,1
80,16.88978456,10.24322272,0
20,16.58958764,15.932774,1
67,14.67666071,11.71772073,0
53,19.18428253,16.70685874,0
443,14.83010055,18.869969,0
23,17.73321595,14.48821293,0
67,11.89534628,19.43575914,0
22,12.30240915,11.19601415,0
68,14.82338331,17.45655914,0
67,14.18183133,18.7856233,0
23,18.81322184,16.83273274,0
67,15.55824231,16.72246594,0
53,19.51715003,17.01433565,0
20,15.35773565,11.36778098,0
21,12.05306347,14.1256601,0
443,15.80119653,16.37685833,0
443,18.672515,19.59538662,0
53,14.61492012,17.67296027,0
67,16.8475952,16.13864976,0
21,16.87313234,18.77616729,0
53,13.5827366,10.25056441,0
443,17.41527726,17.98025154,0
67,17.64221037,12.05472711,0
23,16.30567552,12.52630849,0
20,10.61097012,12.6590269,0
67,10.0169756,16.70808596,0
22,15.57618436,16.30275713,1
68,19.23821753,12.93391044,0
23,12.43367747,17.49405106,0
68,19.88253992,15.0466198,0
68,16.43598416,15.44343613,0
21,16.84803639,18.38899694,0
443,18.74434598,19.59841559,0
53,14.14547429,12.54579031,0
21,12.97082632,17.61495183,0
22,12.79528327,19.72501762,0
22,10.22493244,17.70203124,0
67,12.18310427,19.46172484,0
21,12.61667391,18.88638809,0
22,11.4675081,19.11655175,0
67,16.76785087,16.34639946,0
68,11.55170324,18.45764708,0
53,14.11765803,14.63200535,0
21,14.21184688,14.3213874,0
53,17.97079056,15.49660576,0
443,16.16230771,14.38705546,0
23,14.17311982,10.86714535,0
68,13.06107107,19.76188362,0
23,17.56409721,12.74421305,0
443,12.28930604,18.85201148,0
53,15.82233692,13.57872533,0
67,17.1881397,18.69440326,0
20,13.71383419,10.25571368,0
443,13.16846094,16.76522104,0
80,11.71415121,14.09252219,0
23,16.23434613,16.03030974,0
67,11.24675057,11.454807,0
68,17.38612885,18.77851194,0
21,10.28833796,10.4104364,0
443,18.92320973,11.47779662,0
443,13.50016295,13.70331375,0
443,12.03535439,18.9837082,0
23,10.87967051,13.68191714,0
443,16.3127485,19.2291561,0
22,19.98988455,12.64646174,0
67,19.89579377,13.00263772,0
68,10.93625786,14.03191394,0
53,11.2288947,12.84783614,0
80,16.67331117,14.02793083,0
443,16.60774221,14.96052874,0
443,17.52648751,15.93806608,0
23,12.78600787,14.68267494,1
443,10.38122039,10.35179736,0
20,17.49288244,17.99368373,0
22,11.54285139,13.70185038,0
20,11.74988481,16.33659227,0
22,16.32016525,17.70129157,0
21,11.0489302,17.57909608,0
21,10.41852712,14.41929956,0
21,15.2965707,11.16495194,0
23,14.32260363,15.98120472,0
80,13.4400239,11.36112649,0
23,15.57106313,14.40621953,0
23,13.14122059,19.11174199,0
21,19.58642954,10.10619652,0
80,16.85106028,12.84260636,0
80,14.50427678,16.08584364,0
22,12.22832173,13.6261693,0
20,15.9149462,16.97012734,0
21,16.10330821,16.37319542,1
53,14.63027512,13.11660778,0
53,12.55897274,13.94302034,0
53,16.48074729,17.36181429,0
68,13.8145575,15.72380042,0
21,14.61724853,15.54783332,0
80,19.62923055,17.7117642,0
80,17.77223998,14.7758299,0
443,14.86211,12.89313099,0
21,11.26115148,17.82643075,0
443,13.0718404,13.35473235,0
21,12.77985059,13.71228233,0
22,11.79939288,15.23104471,0
80,13.20663297,10.47936639,0
23,19.13561185,18.09036573,0
23,10.96180927,14.17876899,0
68,13.99430452,11.9994304,0
68,17.86321753,15.0546672,0
23,15.14761029,10.16059814,0
23,18.67764044,10.6954496,0
53,19.87062978,13.00602857,1
80,12.46162658,19.09024853,0
443,10.92624904,15.18934473,0
443,14.31852823,19.25572153,0
22,15.33259058,19.6886221,0
21,14.5399872,16.74687694,0
20,13.70964637,13.17564675,0
80,13.89798447,13.58088938,0
53,19.30326276,10.72753213,0
53,10.83452847,10.06556835,0
23,18.30134864,17.41191899,0
23,12.70059532,10.61708527,0
22,14.57754372,13.93602946,0
80,19.14810018,12.22184427,0
23,13.28094777,14.63122791,0
22,14.73104304,17.71868101,0
21,13.11578407,13.49668608,0
21,18.09533664,16.57171761,0
80,15.47880278,12.33513062,0
23,13.49691172,17.4839614,0
22,19.27774458,16.19018509,0
67,11.9822658,18.72299535,0
21,12.94050867,11.66111754,0
22,12.42915473,14.92871591,0
443,14.39373413,16.42922925,1
20,10.84728903,18.07503851,0
67,10.09656751,15.66679955,0
22,15.17228686,19.48648674,0
23,13.16429682,12.08806084,0
23,18.9450019,10.48853998,0
53,18.00423682,17.55747834,0
23,18.20289655,14.43993397,0
23,16.21508882,16.63537836,0
23,18.38438944,16.98256577,0
22,14.68986922,17.36762188,0
80,19.63205346,14.70304357,0
22,10.16867496,18.74501274,0
20,18.27829272,16.24626295,0
20,11.95780199,15.56840385,0
443,10.45998836,19.77328546,0
53,17.12645763,10.19424963,0
67,13.096336,12.65265666,0
21,19.26965398,14.84902278,0
67,10.09354657,16.20773265,1
23,18.61754444,10.04396231,0
20,18.8965414,13.37622988,0
53,16.62968194,17.0308339,0
443,13.21006492,18.97844759,0
20,17.40202027,16.48912451,0
53,14.70538449,12.87352304,0
68,19.42609458,19.76555797,0
80,15.15015509,12.42881,0
53,19.7261999,11.78686526,0
68,19.2386481,12.12146213,0
22,19.16563568,18.94623395,0
67,12.70173628,16.09257466,0
80,19.57128309,15.01132239,0
23,13.48575444,14.12481877,0
21,11.21791263,15.86467127,0
22,10.03063311,16.4233509,1
20,19.13255115,18.4779672,0
53,17.89321334,13.29373842,0
23,17.1695152,14.0970101,0
20,16.53340186,15.87827221,0
22,15.60400814,10.54758417,0
67,13.24772428,17.83135354,0
20,12.37080748,15.46912952,0
20,15.02949876,15.47434299,0
21,11.13499103,11.30148294,0
67,13.5261981,15.67273358,0
22,18.7786163,13.55805088,0
443,19.46911571,15.98982331,0
23,12.54990033,19.36249789,0
443,11.99845075,17.38950648,0
68,19.66181019,12.81062494,0
20,12.4996873,16.92523935,0
22,14.95163729,12.09320941,0
67,10.5692664,14.11072383,0
22,12.32397937,19.71712467,0
80,12.43044422,19.79350698,0
23,18.70555024,11.70332256,0
23,15.50989486,15.65898753,0
22,10.43772397,11.41433092,0
68,19.16167405,15.351573,0
23,12.28539558,19.63387484,0
21,16.89477031,10.87573056,0
20,11.08099869,13.69901342,0
80,15.74418867,15.8175349,0
21,19.05304624,17.76716926,0
21,11.3570247,11.13941781,0
443,10.55497606,12.73454326,0
22,19.37472824,13.14035721,0
67,16.80523807,18.8116373,0
23,19.74757879,14.5968341,0
53,18.68582121,11.00752401,0
53,17.58676544,16.63297589,0
21,15.56591517,12.65021853,0
443,11.0907614,11.71875443,0
443,12.63284359,13.91771973,0
53,10.45158324,19.0202449,0
80,16.87984441,15.99651979,0
20,13.60299223,14.19175199,1
23,12.50855199,17.81302973,0
22,15.48800273,18.38593365,0
68,12.11208081,11.59534729,0
80,14.55759369,15.11269856,0
53,19.40495704,16.53074371,0
67,10.89911426,18.23093058,0
80,19.93161456,10.6069272,0
80,11.3263802,11.47304476,0
443,15.55535912,17.81744333,1
443,16.56685244,12.06491051,0
443,19.0505197,14.73251793,0
20,15.52688685,11.43301985,0
21,14.74704964,19.31668001,0
67,13.29429445,14.30092247,0
53,19.11121657,13.40210933,0
53,19.68385493,13.69802052,0
23,16.4845865,16.67827279,0
67,19.79908366,16.66907049,0
68,12.69339656,17.87280484,0
53,11.62268831,15.61213309,0
67,19.11107622,17.24268657,0
22,11.78091789,16.75103508,0
23,17.4303814,11.85769698,0
20,15.65354062,14.02905877,0
53,19.17875885,16.08689444,0
67,17.71410512,13.22352969,0
21,12.40371639,12.2441391,0
23,17.83950748,12.18359198,0
67,10.15649054,12.18770005,0
22,18.9623284,15.12220732,0
23,13.42243833,17.22818455,0
80,13.88533132,15.31416031,0
21,14.18657338,19.21123624,0
80,15.88318143,14.25926274,0
21,17.94044226,17.32822276,0
67,11.37636986,12.89763771,0
80,15.0889285,13.55317952,0
68,13.56844084,17.74659372,0
22,14.63740157,19.17767123,0
68,15.00544762,16.61820223,0
20,16.85134247,13.81332592,0
21,14.2463864,10.32597954,0
80,14.59429671,10.90731341,0
23,14.52109412,18.4321553,0
67,10.13429398,10.18841623,1
80,11.10880565,13.20397238,0
20,11.73046057,19.71272287,0
21,16.68579572,17.71016979,0
21,15.63559896,14.18069164,0
23,19.0932679,15.1898769,0
22,12.62814072,18.05712202,0
68,10.29221385,19.64413781,0
23,13.72683177,12.00857684,0
67,13.08070223,16.81180087,0
67,12.6349966,14.61105114,0
53,16.42628918,19.60010902,0
23,13.55840917,10.74182257,0
68,18.01441392,17.67903704,0
53,19.13504589,11.30938829,0
22,12.70995082,14.47149112,0
53,15.5422319,13.34302784,0
20,17.73685686,13.07215436,0
80,10.70606574,18.99482895,0
443,18.75022503,16.89926778,0
443,13.7359905,14.50260158,0
80,12.81985608,18.57399852,1
67,14.70510995,18.50564414,0
68,16.90646374,17.80759351,0
20,13.59367287,12.53075516,0
53,19.80312468,10.30765715,0
80,19.90400581,10.13950445,0
20,13.2395769,15.93756611,1
67,12.99056285,10.81081911,0
23,15.74254013,15.31005371,0
68,14.8396878,11.79019785,0
67,11.83693078,10.60566993,0
22,19.97281407,10.78916965,1
21,10.43904391,15.54854834,0
80,12.59680623,13.50838509,0
68,19.02616629,14.43408737,0
21,16.23504447,19.39483462,0
20,12.1957505,17.50512257,0
53,12.27550585,11.9777187,0
80,17.0708011,16.93547599,1
67,11.50153191,11.18467207,0
21,16.44360865,11.19325031,0
20,16.08240516,14.64966727,0
68,12.47098199,18.65748155,0
67,14.33029376,14.67014663,0
443,14.73426367,15.52947103,0
21,16.5238886,14.49896195,0
21,13.91030543,18.07442526,1
22,15.62217654,13.24305856,0
53,14.01852885,16.66653162,0
67,15.8064752,13.20839642,0
21,17.32646078,13.16602945,0
67,16.09333521,16.36500871,0
23,10.13690549,12.42113718,0
443,14.03926997,13.89429954,0
23,14.41041337,13.55428556,0
68,19.60598539,18.86733744,0
80,17.11756517,15.64031995,0
22,15.22873303,14.55044264,0
22,16.40263003,13.72730252,0
80,13.75229752,12.24561692,0
80,15.76224062,13.68715274,0
22,10.05860885,13.60460342,1
80,12.53261384,12.35130725,0
67,11.84992854,18.00788729,0
22,19.34269569,17.44550975,0
68,14.56627651,19.40512977,0
21,13.68890853,13.8292686,0
80,11.84347839,16.19920059,0
80,16.23369312,10.68371762,1
20,14.14450894,15.41954074,0
53,12.07934929,18.4325232,0
80,18.6183835,11.46171548,0
53,10.6072673,19.01463797,0
53,13.5313588,19.71939145,0
67,17.33539888,16.20686176,0
443,15.76270787,17.10830812,0
22,11.72748984,13.54868707,0
23,12.14692693,14.1024847,0
23,14.93531831,14.58381487,0
23,14.02757051,12.41452438,0
68,12.16090285,12.4667596,0
23,19.7323601,19.53690596,0
22,10.18707519,19.33323053,0
53,16.53868483,16.02115875,0
53,10.1701925,15.64228873,0
53,16.94934366,19.08829916,0
67,10.28348171,12.15956862,0
23,13.18696947,12.54113176,0
20,10.02610169,12.43640038,0
22,17.16634387,15.45030846,0
443,16.44240179,10.34148486,0
443,18.07898892,15.32576015,0
443,17.30330457,13.01132853,0
67,16.58941833,10.84968827,1
23,15.82651475,15.50617297,0
20,19.03952231,15.04881205,0
80,12.50826956,13.11917214,0
23,18.96421705,19.21336962,0
23,13.18335678,16.89063932,0
53,18.17104429,11.06224631,1
53,10.79620037,19.08391711,0
80,12.53894442,11.86521296,0
67,17.42599522,11.4207173,0
68,13.54739247,11.40410158,0
53,15.55574415,19.99177212,0
67,19.38211427,14.51480555,0
67,19.19559954,17.183969,0
443,16.41205866,18.29469391,0
53,10.7440101,14.19909581,0
22,19.29241122,16.53834542,0
20,16.82702972,19.04584109,0
23,10.00296338,15.4856956,0
23,12.0391772,13.16909833,0
22,11.8878831,11.08023082,0
22,19.15155668,10.8159633,0
443,18.83218445,13.80420799,0
23,18.61601434,10.62633824,0
22,13.52818872,11.36422559,0
443,10.69117748,14.48615659,0
68,10.8053966,11.45141562,0
80,12.82197426,17.28943904,0
53,19.26810132,10.07440469,0
20,13.47120404,15.36848821,0
23,18.51014652,10.73387982,0
67,11.43543136,14.45271094,0
68,10.33692416,15.4793024,1
23,16.56349589,12.8224355,0
68,16.28005359,13.79538933,0
53,10.50690978,15.9228923,0
80,11.42647512,18.64890891,0
53,16.64078398,12.03011844,0
68,10.33986569,19.23472816,0
22,17.55657636,12.80017406,0
68,10.3873887,19.03024061,0
67,19.74385169,16.48454201,0
23,12.89086394,13.64388151,0
20,18.05435833,14.65325411,0
20,18.35587036,11.96762796,0
68,19.56659379,18.87282384,0
22,18.96626276,15.38631489,0
23,15.53176182,17.43473115,0
80,18.78492262,15.75557498,0
443,18.04392934,19.71779194,0
53,10.6448298,19.77359062,0
68,10.63831547,19.14894797,0
21,14.67554011,13.31990827,0
22,19.82265263,12.78200911,0
22,16.37764068,17.06143257,0
443,15.56583232,11.91051461,0
23,15.99548648,14.28570896,0
68,15.18436052,17.07004483,0
68,13.99849008,12.57164822,0
68,15.9704616,11.39886131,0
443,10.96617155,12.51343675,0
443,13.01823775,19.70390982,0
20,19.27523484,11.88858482,0
67,17.13643587,13.16751446,0
23,17.4169772,16.9876337,0
20,17.48305694,13.93239098,0
80,18.67608352,12.89564188,0
21,18.3921491,13.93258874,0
22,12.3663248,14.03167547,0
67,16.16630794,18.23703601,0
443,18.84471976,19.58914412,0
443,14.2685689,17.61378911,0
53,19.5227863,13.2737327,0
67,13.59481389,11.66763501,0
67,17.2657501,18.34382221,0
23,14.72099278,14.55989327,0
21,19.85386279,13.15755319,0
67,13.00262071,11.8508703,0
68,13.30324005,18.25120344,0
22,16.06338607,13.67429397,0
67,11.55854515,19.19770194,1
53,12.88838061,17.40338783,0
23,10.46310808,12.23490145,0
53,13.22916464,11.46255007,0
443,12.6729742,10.09214898,0
22,12.78410636,13.09108869,0
68,14.20555111,15.18736444,0
443,12.4596374,13.83557804,0
80,14.31457959,13.79811903,0
443,16.30334197,12.01170015,0
22,13.89208869,15.62649925,0
443,19.7670287,17.41161867,0
22,12.11054943,17.99880284,0
22,18.54043161,15.60937721,0
443,13.08738027,19.49054389,0
20,18.80196423,17.24518931,0
53,10.22479305,18.59700602,0
20,10.90181463,16.92166323,0
443,16.88173093,10.22569974,0
80,10.65331334,12.97232736,0
53,15.88439379,12.45099338,0
443,17.32212423,16.62011544,0
443,16.42013287,14.61605695,0
67,15.38592039,19.98101969,0
443,13.36778946,10.60487777,0
23,15.175673,14.98659764,0
68,18.78593474,11.91907036,0
68,16.14197531,18.19258418,0
20,13.99099917,10.76268993,0
68,18.58032432,19.70009099,0
53,12.99366754,13.22659354,0
53,17.93113297,15.97104645,0
67,10.6749966,19.87635197,0
53,18.345309,14.46632451,0
22,17.35819645,10.86940353,0
68,13.60784041,16.85586063,0
22,13.4116408,17.62866382,0
67,13.05658262,10.34069455,0
23,17.2418174,16.41131213,1
22,12.5377386,16.09486501,0
67,16.03941522,18.01729911,0
20,11.38301052,15.63349809,0
68,12.90606035,16.56165192,0
443,19.81798243,10.49302378,0
443,15.54549778,19.71715262,0
22,12.09818153,19.93524551,0
68,16.97820594,15.27013271,0
68,16.95966125,19.43398789,0
80,15.89794086,12.66187736,0
53,18.63829155,17.50412333,0
80,14.52296073,12.18874278,0
22,11.31548891,15.00260821,0
80,17.6056313,19.68812134,0
443,19.33454449,14.5169949,0
21,16.27115591,17.34256569,0
22,13.5180071,18.97865053,0
53,19.07180355,12.37036339,0
53,13.6821113,14.56020244,0
67,12.62710572,17.06330304,0
68,11.25319713,12.86649894,0
22,12.73010231,18.25018068,0
68,18.39023729,11.33252006,1
22,15.97698525,15.22446897,0
443,10.47863618,10.68438893,0
67,19.51733659,10.24651484,0
22,18.64543021,18.68457453,0
68,12.99798027,15.52348931,0
21,18.42718011,13.82398462,0
21,17.89218744,16.47383279,0
22,10.57148129,19.07712073,0
23,12.14980577,12.77115778,0
20,12.30474383,17.00681117,0
53,14.68719166,11.96527609,0
20,11.06425049,10.89673242,0
21,18.25292946,18.36132507,0
53,12.40623252,13.5627431,0
20,12.97521899,11.2027744,0
68,10.06339935,10.52935084,0
21,14.10324516,13.84036525,0
21,14.22994972,12.77298267,0
443,11.73323708,11.92412083,1
80,13.8325342,15.23667104,0
22,15.03861519,17.8878489,0
67,19.93308884,18.06513935,0
21,17.62582415,12.52005578,0
53,19.16164004,15.19826183,0
21,15.12640236,15.53338396,0
20,19.58994391,17.50995182,0
443,13.77879708,10.89587594,0
22,19.16837924,17.37148047,0
80,16.4040352,13.17473499,0
68,12.60093342,12.58693831,0
20,17.40116126,10.25372762,0
23,15.24695163,10.78032462,0
23,11.75983385,10.6585315,0
22,11.0290556,15.40325771,0
20,11.31902819,16.81412001,0
80,19.18835938,19.23704557,0
20,19.83882927,17.86026853,0
68,16.86989144,10.21567623,0
